date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:46:53	13855/13855	---MCZ	200	added ('OK')	application/javascript	date:Sun,%2020%20Oct%202019%2012:04:12%20GMT	https://demo.hasthemes.com/koparion-preview/koparion/js/main.js	C:/My%20Web%20Sites/claire%20fontaine/demo.hasthemes.com/koparion-preview/koparion/js/main.js	(from https://demo.hasthemes.com/koparion-preview/koparion/cart.html)
18:46:53	243/243	---MC-	403	error ('Forbidden')	application/xml	date:Wed,%2020%20Nov%202019%2017:46:53%20GMT	https://demo.hasthemes.com/koparion-preview/koparion/css/owl.video.play.png	C:/My%20Web%20Sites/claire%20fontaine/demo.hasthemes.com/koparion-preview/koparion/css/owl.video.play.png	(from https://demo.hasthemes.com/koparion-preview/koparion/css/owl.carousel.css)
18:46:54	70807/70807	---M--	200	added ('OK')	application/octet-stream	etag:%2232400f4e08932a94d8bfd2422702c446%22	https://demo.hasthemes.com/koparion-preview/koparion/fonts/fontawesome-webfont.eot?v=4.5.0	C:/My%20Web%20Sites/claire%20fontaine/demo.hasthemes.com/koparion-preview/koparion/fonts/fontawesome-webfont3295.eot	(from https://demo.hasthemes.com/koparion-preview/koparion/css/font-awesome.min.css)
18:46:54	70807/70807	---M--	200	added ('OK')	application/octet-stream	etag:%2232400f4e08932a94d8bfd2422702c446%22	https://demo.hasthemes.com/koparion-preview/koparion/fonts/fontawesome-webfont.eot?	C:/My%20Web%20Sites/claire%20fontaine/demo.hasthemes.com/koparion-preview/koparion/fonts/fontawesome-webfontd41d.eot	(from https://demo.hasthemes.com/koparion-preview/koparion/css/font-awesome.min.css)
18:46:54	66624/66624	---M--	200	added ('OK')	application/octet-stream	etag:%22db812d8a70a4e88e888744c1c9a27e89%22	https://demo.hasthemes.com/koparion-preview/koparion/fonts/fontawesome-webfont.woff2?v=4.5.0	C:/My%20Web%20Sites/claire%20fontaine/demo.hasthemes.com/koparion-preview/koparion/fonts/fontawesome-webfont3295.woff2	(from https://demo.hasthemes.com/koparion-preview/koparion/css/font-awesome.min.css)
18:46:55	83588/83588	---M--	200	added ('OK')	application/octet-stream	etag:%22a35720c2fed2c7f043bc7e4ffb45e073%22	https://demo.hasthemes.com/koparion-preview/koparion/fonts/fontawesome-webfont.woff?v=4.5.0	C:/My%20Web%20Sites/claire%20fontaine/demo.hasthemes.com/koparion-preview/koparion/fonts/fontawesome-webfont3295.woff	(from https://demo.hasthemes.com/koparion-preview/koparion/css/font-awesome.min.css)
18:46:56	142072/142072	---MCZ	200	added ('OK')	application/x-font-ttf	date:Sun,%2020%20Oct%202019%2012:03:56%20GMT	https://demo.hasthemes.com/koparion-preview/koparion/fonts/fontawesome-webfont.ttf?v=4.5.0	C:/My%20Web%20Sites/claire%20fontaine/demo.hasthemes.com/koparion-preview/koparion/fonts/fontawesome-webfont3295.ttf	(from https://demo.hasthemes.com/koparion-preview/koparion/css/font-awesome.min.css)
18:46:56	365616/365616	---MCZ	200	added ('OK')	image/svg+xml	date:Sun,%2020%20Oct%202019%2012:03:52%20GMT	https://demo.hasthemes.com/koparion-preview/koparion/fonts/fontawesome-webfont.svg?v=4.5.0	C:/My%20Web%20Sites/claire%20fontaine/demo.hasthemes.com/koparion-preview/koparion/fonts/fontawesome-webfont3295.svg	(from https://demo.hasthemes.com/koparion-preview/koparion/css/font-awesome.min.css)
18:46:56	243/243	---MC-	403	error ('Forbidden')	application/xml	date:Wed,%2020%20Nov%202019%2017:46:57%20GMT	https://demo.hasthemes.com/koparion-preview/koparion/fonts/flexslider-icon.eot	C:/My%20Web%20Sites/claire%20fontaine/demo.hasthemes.com/koparion-preview/koparion/fonts/flexslider-icon.eot	(from https://demo.hasthemes.com/koparion-preview/koparion/css/flexslider.css)
18:46:57	243/243	---MC-	403	error ('Forbidden')	application/xml	date:Wed,%2020%20Nov%202019%2017:46:57%20GMT	https://demo.hasthemes.com/koparion-preview/koparion/fonts/flexslider-icon.eot?	C:/My%20Web%20Sites/claire%20fontaine/demo.hasthemes.com/koparion-preview/koparion/fonts/flexslider-icond41d.eot	(from https://demo.hasthemes.com/koparion-preview/koparion/css/flexslider.css)
18:46:57	243/243	---MC-	403	error ('Forbidden')	application/xml	date:Wed,%2020%20Nov%202019%2017:46:57%20GMT	https://demo.hasthemes.com/koparion-preview/koparion/fonts/flexslider-icon.woff	C:/My%20Web%20Sites/claire%20fontaine/demo.hasthemes.com/koparion-preview/koparion/fonts/flexslider-icon.woff	(from https://demo.hasthemes.com/koparion-preview/koparion/css/flexslider.css)
18:46:58	243/243	---MC-	403	error ('Forbidden')	application/xml	date:Wed,%2020%20Nov%202019%2017:46:57%20GMT	https://demo.hasthemes.com/koparion-preview/koparion/fonts/flexslider-icon.ttf	C:/My%20Web%20Sites/claire%20fontaine/demo.hasthemes.com/koparion-preview/koparion/fonts/flexslider-icon.ttf	(from https://demo.hasthemes.com/koparion-preview/koparion/css/flexslider.css)
18:46:59	243/243	---MC-	403	error ('Forbidden')	application/xml	date:Wed,%2020%20Nov%202019%2017:46:58%20GMT	https://demo.hasthemes.com/koparion-preview/koparion/fonts/flexslider-icon.svg	C:/My%20Web%20Sites/claire%20fontaine/demo.hasthemes.com/koparion-preview/koparion/fonts/flexslider-icon.svg	(from https://demo.hasthemes.com/koparion-preview/koparion/css/flexslider.css)
18:46:59	538/538	---M--	200	added ('OK')	image/png	etag:%228b55a822e72b8fd5e2ee069236f2d797%22	https://demo.hasthemes.com/koparion-preview/koparion/css/chosen-sprite.png	C:/My%20Web%20Sites/claire%20fontaine/demo.hasthemes.com/koparion-preview/koparion/css/chosen-sprite.png	(from https://demo.hasthemes.com/koparion-preview/koparion/css/chosen.min.css)
18:47:00	243/243	---MC-	403	error ('Forbidden')	application/xml	date:Wed,%2020%20Nov%202019%2017:46:59%20GMT	https://demo.hasthemes.com/koparion-preview/koparion/css/chosen-sprite@2x.png	C:/My%20Web%20Sites/claire%20fontaine/demo.hasthemes.com/koparion-preview/koparion/css/chosen-sprite@2x.png	(from https://demo.hasthemes.com/koparion-preview/koparion/css/chosen.min.css)
18:47:01	9906/9906	---M--	200	added ('OK')	image/jpeg	etag:%22c289633440c4fd700f59556a8a9a95cf%22	https://demo.hasthemes.com/koparion-preview/koparion/img/banner/7.jpg	C:/My%20Web%20Sites/claire%20fontaine/demo.hasthemes.com/koparion-preview/koparion/img/banner/7.jpg	(from https://demo.hasthemes.com/koparion-preview/koparion/style.css)
18:47:01	3883/3883	---M--	200	added ('OK')	image/jpeg	etag:%226ef52c00e7cbf8914db5150b2408c027%22	https://demo.hasthemes.com/koparion-preview/koparion/img/banner/10.jpg	C:/My%20Web%20Sites/claire%20fontaine/demo.hasthemes.com/koparion-preview/koparion/img/banner/10.jpg	(from https://demo.hasthemes.com/koparion-preview/koparion/style.css)
18:47:02	69406/69406	---M--	200	added ('OK')	image/jpeg	etag:%223d99ac5f65601d85de35e1894514a8e4%22	https://demo.hasthemes.com/koparion-preview/koparion/img/banner/11.jpg	C:/My%20Web%20Sites/claire%20fontaine/demo.hasthemes.com/koparion-preview/koparion/img/banner/11.jpg	(from https://demo.hasthemes.com/koparion-preview/koparion/style.css)
